!! n60w80.001    79.93 646


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      47.00       1.00       0.00       0.00     694.00       0.00
    2       6.00      45.00       0.00     322.00     400.00       0.00
    3      18.00      21.00       0.00     195.00     233.00       0.00
    4      28.00      44.00       0.00      88.00     152.00       0.00
    5      42.00      14.00       0.00      22.00      35.00       0.00
    6      42.00      20.00       0.00       0.00     127.00       0.00
    7      16.00      10.00       0.00     210.00     245.00       0.00
    8      35.00      44.00       0.00      77.00     144.00       0.00
    9      45.00       7.00       0.00       0.00      65.00       0.00
   10      34.00      34.00       0.00      85.00      91.00       0.00
   11      24.00      23.00       0.00     164.00     273.00       0.00
   12       4.00      29.00       0.00     336.00     423.00       0.00
   13      43.00       1.00       0.00       0.00      30.00       0.00
   14      10.00      29.00       0.00     419.00     513.00       0.00
   15      26.00       2.00       0.00     585.00     656.00       0.00
   16       8.00      15.00       0.00     441.00     510.00       0.00
   17       0.00      47.00       0.00     310.00     365.00       0.00
   18      47.00      47.00       0.00      65.00     214.00       0.00
   19      40.00      27.00       0.00       0.00      81.00       0.00
   20      46.00       1.00       0.00       0.00      74.00       0.00
   21      49.00      46.00       0.00     103.00     154.00       0.00
   22      30.00      36.00       0.00      89.00     109.00       0.00
   23      38.00      23.00       0.00       7.00     110.00       0.00
   24      43.00      24.00       0.00      34.00     118.00       0.00
   25      26.00      50.00       0.00      78.00     183.00       0.00
   26       5.00      11.00       0.00     410.00     470.00       0.00
   27      48.00      49.00       0.00      72.00     183.00       0.00
   28       5.00      43.00       0.00     408.00     514.00       0.00
   29       4.00      23.00       0.00     344.00     407.00       0.00
   30      27.00      48.00       0.00     128.00     254.00       0.00
   31       5.00      38.00       0.00     348.00     416.00       0.00
   32      11.00      32.00       0.00     359.00     413.00       0.00
   33      12.00      28.00       0.00     302.00     396.00       0.00
   34      48.00      40.00       0.00      67.00     178.00       0.00
   35       1.00      21.00       0.00     315.00     402.00       0.00
   36      49.00      48.00       0.00      97.00     203.00       0.00
   37       3.00      25.00       0.00     365.00     434.00       0.00
   38       3.00      20.00       0.00     350.00     451.00       0.00
   39      22.00      11.00       0.00     215.00     265.00       0.00
   40      48.00      15.00       0.00     483.00     597.00       0.00
   41      16.00      47.00       0.00     250.00     395.00       0.00
   42      37.00      10.00       0.00      24.00      98.00       0.00
   43      26.00       9.00       0.00     230.00     280.00       0.00
   44       3.00      31.00       0.00     349.00     463.00       0.00
   45      31.00      33.00       0.00     165.00     261.00       0.00
   46      27.00      27.00       0.00     123.00     210.00       0.00
   47      27.00      26.00       0.00     203.00     256.00       0.00
   48      44.00      36.00       0.00     293.00     348.00       0.00
   49      13.00      44.00       0.00     452.00     558.00       0.00
   50      48.00      22.00       0.00     261.00     362.00       0.00
   51       9.00      29.00       0.00     324.00     379.00       0.00
   52      45.00       6.00       0.00       0.00      87.00       0.00
   53       9.00      34.00       0.00     361.00     421.00       0.00
   54      33.00      27.00       0.00     209.00     342.00       0.00
   55      42.00      50.00       0.00      50.00     156.00       0.00
   56      37.00      12.00       0.00      37.00      99.00       0.00
   57      32.00      49.00       0.00      48.00     183.00       0.00
   58      21.00      25.00       0.00     203.00     231.00       0.00
   59      42.00      18.00       0.00      44.00      73.00       0.00
   60      49.00      48.00       0.00     126.00     228.00       0.00
   61      39.00      41.00       0.00     531.00     654.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
