!! n150w60.003    56.17 1014


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      30.00      11.00       0.00       0.00    1063.00       0.00
    2       2.00       9.00       0.00     854.00     921.00       0.00
    3      20.00      33.00       0.00     264.00     305.00       0.00
    4      41.00       2.00       0.00     551.00     622.00       0.00
    5       2.00      24.00       0.00     286.00     392.00       0.00
    6      40.00      16.00       0.00     447.00     506.00       0.00
    7       8.00       8.00       0.00     336.00     408.00       0.00
    8      22.00      30.00       0.00     760.00     813.00       0.00
    9      50.00      14.00       0.00     450.00     554.00       0.00
   10      47.00       3.00       0.00     513.00     561.00       0.00
   11      26.00      23.00       0.00       0.00      30.00       0.00
   12      47.00      10.00       0.00     494.00     548.00       0.00
   13      38.00      18.00       0.00     411.00     490.00       0.00
   14      15.00       4.00       0.00     382.00     436.00       0.00
   15      43.00      23.00       0.00     421.00     535.00       0.00
   16      37.00       2.00       0.00     520.00     581.00       0.00
   17      11.00      41.00       0.00     186.00     264.00       0.00
   18      15.00      36.00       0.00     182.00     287.00       0.00
   19      19.00       5.00       0.00     385.00     411.00       0.00
   20      31.00      45.00       0.00      68.00     106.00       0.00
   21       1.00      37.00       0.00     746.00     777.00       0.00
   22      44.00      34.00       0.00      95.00     192.00       0.00
   23      16.00      15.00       0.00     419.00     435.00       0.00
   24      45.00       7.00       0.00     493.00     599.00       0.00
   25      38.00      26.00       0.00       0.00      73.00       0.00
   26       9.00      41.00       0.00     286.00     324.00       0.00
   27      48.00      21.00       0.00     442.00     482.00       0.00
   28      35.00      24.00       0.00       0.00      49.00       0.00
   29      48.00      21.00       0.00     475.00     542.00       0.00
   30       3.00      24.00       0.00     307.00     367.00       0.00
   31      30.00      45.00       0.00      63.00      93.00       0.00
   32      43.00      47.00       0.00     108.00     129.00       0.00
   33      49.00      26.00       0.00     463.00     558.00       0.00
   34      35.00      11.00       0.00     426.00     458.00       0.00
   35      15.00      26.00       0.00     258.00     302.00       0.00
   36      49.00       5.00       0.00     502.00     562.00       0.00
   37      31.00      48.00       0.00      37.00      97.00       0.00
   38      41.00      36.00       0.00      34.00     118.00       0.00
   39      35.00      44.00       0.00      33.00      90.00       0.00
   40       2.00      48.00       0.00     718.00     783.00       0.00
   41      47.00      39.00       0.00      91.00     125.00       0.00
   42      46.00      18.00       0.00     443.00     513.00       0.00
   43      21.00      11.00       0.00     412.00     474.00       0.00
   44       9.00       0.00       0.00     962.00    1040.00       0.00
   45      32.00      43.00       0.00      54.00     137.00       0.00
   46      21.00      43.00       0.00     277.00     335.00       0.00
   47      29.00      39.00       0.00     108.00     194.00       0.00
   48       8.00      32.00       0.00     325.00     358.00       0.00
   49      19.00      23.00       0.00     228.00     267.00       0.00
   50      30.00      30.00       0.00       0.00      69.00       0.00
   51       6.00      17.00       0.00     309.00     392.00       0.00
   52      37.00       3.00       0.00     546.00     630.00       0.00
   53      10.00       2.00       0.00     379.00     389.00       0.00
   54      20.00       2.00       0.00     349.00     464.00       0.00
   55      46.00      18.00       0.00     434.00     523.00       0.00
   56       4.00      27.00       0.00     288.00     351.00       0.00
   57      23.00      18.00       0.00     398.00     452.00       0.00
