!! n20w100.004    98.15 441


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      43.00       7.00       0.00       0.00     468.00       0.00
    2       2.00      29.00       0.00     102.00     236.00       0.00
    3      19.00      12.00       0.00      24.00     155.00       0.00
    4      34.00       2.00       0.00     159.00     240.00       0.00
    5       6.00      11.00       0.00     156.00     267.00       0.00
    6       1.00       1.00       0.00     258.00     354.00       0.00
    7      45.00      16.00       0.00       0.00      74.00       0.00
    8      15.00      40.00       0.00     256.00     308.00       0.00
    9      40.00      37.00       0.00     167.00     242.00       0.00
   10      49.00      44.00       0.00     320.00     431.00       0.00
   11      29.00      13.00       0.00       0.00     118.00       0.00
   12      17.00      18.00       0.00       0.00     149.00       0.00
   13       7.00      15.00       0.00      46.00     129.00       0.00
   14      43.00       1.00       0.00       0.00      46.00       0.00
   15      29.00      22.00       0.00      49.00     133.00       0.00
   16      32.00      47.00       0.00     174.00     271.00       0.00
   17      10.00      28.00       0.00     110.00     202.00       0.00
   18      38.00      20.00       0.00       0.00     138.00       0.00
   19      46.00      29.00       0.00       0.00      98.00       0.00
   20      13.00      40.00       0.00      81.00     165.00       0.00
   21      38.00       7.00       0.00     287.00     396.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
