!! n80w20.004    19.65 698


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      39.00      11.00       0.00       0.00     707.00       0.00
    2      13.00      14.00       0.00     322.00     338.00       0.00
    3      27.00       0.00       0.00     365.00     381.00       0.00
    4       3.00      11.00       0.00     239.00     259.00       0.00
    5      15.00      21.00       0.00     512.00     539.00       0.00
    6      37.00      46.00       0.00      99.00     126.00       0.00
    7      12.00      11.00       0.00     293.00     309.00       0.00
    8      32.00       5.00       0.00     360.00     384.00       0.00
    9      28.00      39.00       0.00      39.00      70.00       0.00
   10      47.00      37.00       0.00      80.00      90.00       0.00
   11      32.00      37.00       0.00      49.00      63.00       0.00
   12      21.00      42.00       0.00     163.00     180.00       0.00
   13      38.00      29.00       0.00      94.00     105.00       0.00
   14      43.00       7.00       0.00     633.00     648.00       0.00
   15      33.00      26.00       0.00      38.00      58.00       0.00
   16      10.00      18.00       0.00     232.00     246.00       0.00
   17      29.00      29.00       0.00      32.00      56.00       0.00
   18       3.00       7.00       0.00     264.00     282.00       0.00
   19       8.00       3.00       0.00     278.00     293.00       0.00
   20      12.00       6.00       0.00     288.00     293.00       0.00
   21      39.00      22.00       0.00      22.00      47.00       0.00
   22       3.00      22.00       0.00     203.00     235.00       0.00
   23      29.00      44.00       0.00      61.00      82.00       0.00
   24       7.00      49.00       0.00     152.00     157.00       0.00
   25      46.00      16.00       0.00       2.00      17.00       0.00
   26      25.00      41.00       0.00     128.00     144.00       0.00
   27      24.00      19.00       0.00     436.00     468.00       0.00
   28      23.00       9.00       0.00     336.00     365.00       0.00
   29      37.00       2.00       0.00     369.00     399.00       0.00
   30      14.00      49.00       0.00     136.00     151.00       0.00
   31       0.00      10.00       0.00     250.00     272.00       0.00
   32      11.00      45.00       0.00     150.00     186.00       0.00
   33      35.00      22.00       0.00     451.00     467.00       0.00
   34      25.00      31.00       0.00     661.00     683.00       0.00
   35      11.00      34.00       0.00     193.00     223.00       0.00
   36      16.00       6.00       0.00     290.00     319.00       0.00
   37       3.00      14.00       0.00     237.00     273.00       0.00
   38      12.00       3.00       0.00     271.00     299.00       0.00
   39      11.00       5.00       0.00     300.00     319.00       0.00
   40      42.00      40.00       0.00      67.00      93.00       0.00
   41       4.00      20.00       0.00     240.00     248.00       0.00
   42      19.00       7.00       0.00     311.00     339.00       0.00
   43      14.00      43.00       0.00     138.00     144.00       0.00
   44       8.00      25.00       0.00     215.00     237.00       0.00
   45       2.00      17.00       0.00     239.00     245.00       0.00
   46       7.00      24.00       0.00     217.00     243.00       0.00
   47      33.00      17.00       0.00     433.00     452.00       0.00
   48      49.00      21.00       0.00      15.00      32.00       0.00
   49       2.00      10.00       0.00     270.00     278.00       0.00
   50      27.00      10.00       0.00     349.00     364.00       0.00
   51      28.00       4.00       0.00     371.00     383.00       0.00
   52      15.00      33.00       0.00     184.00     199.00       0.00
   53      42.00       3.00       0.00     394.00     417.00       0.00
   54      38.00      46.00       0.00      67.00      90.00       0.00
   55      37.00       9.00       0.00     427.00     439.00       0.00
   56       4.00       2.00       0.00     525.00     545.00       0.00
   57      17.00      32.00       0.00     182.00     197.00       0.00
   58      14.00      10.00       0.00     283.00     311.00       0.00
   59      50.00      13.00       0.00     401.00     426.00       0.00
   60      49.00       5.00       0.00     398.00     421.00       0.00
   61      12.00      15.00       0.00     282.00     316.00       0.00
   62       6.00      16.00       0.00     220.00     253.00       0.00
   63      38.00      34.00       0.00      80.00     112.00       0.00
   64      42.00      36.00       0.00      99.00     116.00       0.00
   65      14.00      34.00       0.00     181.00     213.00       0.00
   66      33.00      23.00       0.00      36.00      47.00       0.00
   67      14.00      14.00       0.00     286.00     314.00       0.00
   68       7.00      42.00       0.00     148.00     169.00       0.00
   69      29.00      16.00       0.00     355.00     367.00       0.00
   70      27.00      13.00       0.00     339.00     355.00       0.00
   71      42.00      12.00       0.00       0.00      16.00       0.00
   72      10.00      39.00       0.00     496.00     507.00       0.00
   73      35.00      48.00       0.00      56.00      75.00       0.00
   74      19.00      32.00       0.00     189.00     214.00       0.00
   75      42.00      27.00       0.00       7.00      25.00       0.00
   76      19.00      40.00       0.00     126.00     144.00       0.00
   77      32.00       5.00       0.00     390.00     397.00       0.00
   78      19.00      14.00       0.00     324.00     331.00       0.00
   79      35.00      38.00       0.00     477.00     485.00       0.00
   80       6.00       7.00       0.00     262.00     287.00       0.00
   81      39.00      49.00       0.00     599.00     606.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
