!! n60w80.005    81.90 624


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      12.00      20.00       0.00       0.00     629.00       0.00
    2      17.00      27.00       0.00      98.00     156.00       0.00
    3      44.00       7.00       0.00     283.00     421.00       0.00
    4      27.00      21.00       0.00     201.00     284.00       0.00
    5      12.00      48.00       0.00      90.00     221.00       0.00
    6      18.00      13.00       0.00       0.00      47.00       0.00
    7      16.00      46.00       0.00     105.00     223.00       0.00
    8       0.00      45.00       0.00     483.00     533.00       0.00
    9      34.00       9.00       0.00     315.00     387.00       0.00
   10      13.00      18.00       0.00       0.00      64.00       0.00
   11       9.00       7.00       0.00       0.00     108.00       0.00
   12      22.00      33.00       0.00     238.00     260.00       0.00
   13      27.00      43.00       0.00     125.00     174.00       0.00
   14      38.00      27.00       0.00     215.00     283.00       0.00
   15       2.00      22.00       0.00       0.00      24.00       0.00
   16       6.00      38.00       0.00     125.00     158.00       0.00
   17      20.00      27.00       0.00      27.00     156.00       0.00
   18      10.00      18.00       0.00       0.00      38.00       0.00
   19      13.00      27.00       0.00      38.00     162.00       0.00
   20      43.00      26.00       0.00     256.00     346.00       0.00
   21      13.00      20.00       0.00       0.00      18.00       0.00
   22      38.00      39.00       0.00     184.00     247.00       0.00
   23       9.00      47.00       0.00      66.00     176.00       0.00
   24       8.00       1.00       0.00     479.00     593.00       0.00
   25       4.00      27.00       0.00       0.00      98.00       0.00
   26      11.00      41.00       0.00      63.00     191.00       0.00
   27       2.00      43.00       0.00     526.00     603.00       0.00
   28      49.00       2.00       0.00     277.00     425.00       0.00
   29      11.00      34.00       0.00     117.00     183.00       0.00
   30      47.00      37.00       0.00     137.00     237.00       0.00
   31      49.00      28.00       0.00     193.00     254.00       0.00
   32      23.00      24.00       0.00     229.00     332.00       0.00
   33      42.00       8.00       0.00     302.00     382.00       0.00
   34      20.00      25.00       0.00      29.00     147.00       0.00
   35      40.00       7.00       0.00     284.00     387.00       0.00
   36      32.00       1.00       0.00     335.00     422.00       0.00
   37       5.00      20.00       0.00      10.00      46.00       0.00
   38      42.00      39.00       0.00     120.00     208.00       0.00
   39      29.00      28.00       0.00     177.00     227.00       0.00
   40      46.00       4.00       0.00     417.00     519.00       0.00
   41       9.00      31.00       0.00     212.00     333.00       0.00
   42      36.00       2.00       0.00     297.00     333.00       0.00
   43      11.00      12.00       0.00      49.00      66.00       0.00
   44      19.00      24.00       0.00     175.00     274.00       0.00
   45      17.00       6.00       0.00       0.00     117.00       0.00
   46      44.00      19.00       0.00     325.00     406.00       0.00
   47      42.00      39.00       0.00     333.00     476.00       0.00
   48       4.00       4.00       0.00       2.00     116.00       0.00
   49      37.00      38.00       0.00     154.00     243.00       0.00
   50      45.00      16.00       0.00     257.00     369.00       0.00
   51       4.00      13.00       0.00      50.00     106.00       0.00
   52       7.00       4.00       0.00      28.00      75.00       0.00
   53       6.00      41.00       0.00      62.00     173.00       0.00
   54       5.00      21.00       0.00      19.00      67.00       0.00
   55      12.00      45.00       0.00      69.00     181.00       0.00
   56      41.00      27.00       0.00     159.00     230.00       0.00
   57      18.00      21.00       0.00      95.00     149.00       0.00
   58      18.00      42.00       0.00      80.00     186.00       0.00
   59      14.00      46.00       0.00     484.00     502.00       0.00
   60      14.00      18.00       0.00      11.00      63.00       0.00
   61       3.00       5.00       0.00     498.00     612.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
