!! n60w60.003    61.83 644


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      48.00       2.00       0.00       0.00     687.00       0.00
    2      19.00      35.00       0.00     559.00     600.00       0.00
    3      23.00      34.00       0.00     144.00     206.00       0.00
    4      32.00      10.00       0.00       0.00      67.00       0.00
    5      31.00      28.00       0.00     179.00     273.00       0.00
    6      39.00      25.00       0.00     221.00     285.00       0.00
    7      43.00      18.00       0.00     251.00     268.00       0.00
    8      24.00       3.00       0.00       0.00      49.00       0.00
    9      41.00      37.00       0.00     243.00     345.00       0.00
   10       6.00      25.00       0.00      82.00     149.00       0.00
   11       4.00      47.00       0.00     557.00     624.00       0.00
   12      19.00      31.00       0.00     351.00     436.00       0.00
   13       4.00      42.00       0.00     140.00     220.00       0.00
   14      48.00      26.00       0.00     217.00     312.00       0.00
   15      28.00       4.00       0.00      66.00     110.00       0.00
   16      38.00      38.00       0.00     359.00     378.00       0.00
   17      47.00      36.00       0.00     240.00     341.00       0.00
   18      27.00      10.00       0.00       0.00      41.00       0.00
   19      42.00      45.00       0.00     315.00     374.00       0.00
   20       9.00      11.00       0.00      75.00     121.00       0.00
   21      11.00      43.00       0.00     119.00     195.00       0.00
   22      29.00       3.00       0.00      21.00     103.00       0.00
   23      26.00      47.00       0.00     197.00     254.00       0.00
   24      19.00       1.00       0.00      27.00     119.00       0.00
   25      38.00       2.00       0.00      40.00     103.00       0.00
   26      22.00      14.00       0.00      88.00     129.00       0.00
   27      34.00      40.00       0.00     263.00     371.00       0.00
   28      24.00      42.00       0.00     152.00     235.00       0.00
   29      19.00       8.00       0.00      78.00     140.00       0.00
   30      27.00      32.00       0.00     225.00     234.00       0.00
   31      29.00      41.00       0.00     187.00     239.00       0.00
   32      39.00      11.00       0.00       0.00      76.00       0.00
   33      16.00      36.00       0.00     134.00     243.00       0.00
   34      17.00       2.00       0.00     429.00     458.00       0.00
   35      38.00      28.00       0.00     211.00     269.00       0.00
   36      38.00      34.00       0.00     215.00     272.00       0.00
   37       5.00      12.00       0.00      73.00     181.00       0.00
   38      27.00       7.00       0.00      39.00      49.00       0.00
   39      24.00       8.00       0.00       0.00      60.00       0.00
   40      29.00      30.00       0.00     198.00     242.00       0.00
   41      28.00      30.00       0.00     310.00     380.00       0.00
   42      39.00      30.00       0.00     267.00     343.00       0.00
   43      34.00      32.00       0.00     198.00     275.00       0.00
   44      44.00       7.00       0.00       0.00      20.00       0.00
   45      28.00      12.00       0.00     379.00     472.00       0.00
   46      29.00      29.00       0.00     184.00     272.00       0.00
   47       7.00      46.00       0.00     139.00     230.00       0.00
   48      50.00      48.00       0.00     314.00     343.00       0.00
   49      38.00      11.00       0.00     487.00     585.00       0.00
   50      38.00      33.00       0.00     229.00     253.00       0.00
   51       3.00      46.00       0.00     172.00     191.00       0.00
   52      25.00      37.00       0.00     151.00     223.00       0.00
   53      49.00       3.00       0.00       0.00      54.00       0.00
   54      11.00       3.00       0.00      91.00     159.00       0.00
   55       6.00      20.00       0.00     404.00     415.00       0.00
   56      10.00      35.00       0.00     122.00     189.00       0.00
   57      44.00      35.00       0.00     262.00     289.00       0.00
   58       2.00      21.00       0.00     106.00     165.00       0.00
   59      37.00      31.00       0.00     208.00     300.00       0.00
   60      21.00      46.00       0.00     468.00     545.00       0.00
   61      47.00       3.00       0.00       0.00      22.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
