!! n40w20.003    20.20 523


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      28.00      27.00       0.00       0.00     528.00       0.00
    2      24.00      38.00       0.00      32.00      43.00       0.00
    3      14.00      36.00       0.00      36.00      64.00       0.00
    4       2.00      26.00       0.00     116.00     131.00       0.00
    5      20.00       4.00       0.00     391.00     406.00       0.00
    6       3.00      36.00       0.00      93.00     117.00       0.00
    7      29.00      48.00       0.00      21.00      36.00       0.00
    8      34.00      44.00       0.00     307.00     335.00       0.00
    9      12.00       8.00       0.00     166.00     185.00       0.00
   10      40.00      24.00       0.00     238.00     267.00       0.00
   11       3.00      50.00       0.00      67.00      94.00       0.00
   12      19.00       4.00       0.00     176.00     194.00       0.00
   13      32.00      34.00       0.00       0.00      12.00       0.00
   14      16.00      33.00       0.00      51.00      58.00       0.00
   15       4.00      19.00       0.00     107.00     137.00       0.00
   16      50.00      28.00       0.00     270.00     288.00       0.00
   17       2.00      40.00       0.00      53.00      81.00       0.00
   18      14.00      30.00       0.00     136.00     154.00       0.00
   19      39.00       4.00       0.00     479.00     503.00       0.00
   20      39.00      23.00       0.00     299.00     304.00       0.00
   21      45.00      30.00       0.00     277.00     310.00       0.00
   22      14.00      25.00       0.00     131.00     153.00       0.00
   23      19.00      26.00       0.00     223.00     247.00       0.00
   24       4.00      29.00       0.00     116.00     146.00       0.00
   25      13.00      33.00       0.00      42.00      53.00       0.00
   26       9.00      15.00       0.00     165.00     169.00       0.00
   27       2.00      32.00       0.00      95.00     120.00       0.00
   28      12.00      12.00       0.00     181.00     199.00       0.00
   29      38.00      31.00       0.00     298.00     326.00       0.00
   30      38.00      25.00       0.00     237.00     266.00       0.00
   31      50.00      43.00       0.00     441.00     461.00       0.00
   32       0.00       5.00       0.00     191.00     214.00       0.00
   33      43.00      19.00       0.00     246.00     271.00       0.00
   34      36.00      41.00       0.00      13.00      35.00       0.00
   35      49.00      38.00       0.00     272.00     295.00       0.00
   36      12.00      35.00       0.00      52.00      59.00       0.00
   37      32.00      23.00       0.00     352.00     378.00       0.00
   38       7.00      41.00       0.00      68.00      75.00       0.00
   39      10.00      40.00       0.00      50.00      70.00       0.00
   40      50.00      49.00       0.00     331.00     347.00       0.00
   41      40.00      48.00       0.00     437.00     461.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
