!! n60w60.002    58.62 723


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       8.00      50.00       0.00       0.00     759.00       0.00
    2      19.00      31.00       0.00      53.00     119.00       0.00
    3       9.00      15.00       0.00     281.00     349.00       0.00
    4      46.00      47.00       0.00     170.00     218.00       0.00
    5       3.00       4.00       0.00     423.00     504.00       0.00
    6      10.00      30.00       0.00      58.00     123.00       0.00
    7      38.00       7.00       0.00     492.00     511.00       0.00
    8       9.00       8.00       0.00     289.00     322.00       0.00
    9      47.00      34.00       0.00     125.00     155.00       0.00
   10      23.00      41.00       0.00       0.00      18.00       0.00
   11       8.00      13.00       0.00     329.00     363.00       0.00
   12      26.00      14.00       0.00     284.00     318.00       0.00
   13      44.00       7.00       0.00     212.00     273.00       0.00
   14      25.00      39.00       0.00       0.00      46.00       0.00
   15      45.00      41.00       0.00     106.00     175.00       0.00
   16      45.00      21.00       0.00     240.00     250.00       0.00
   17      37.00      14.00       0.00     235.00     282.00       0.00
   18      18.00      23.00       0.00     410.00     458.00       0.00
   19      40.00      45.00       0.00     136.00     198.00       0.00
   20      18.00      45.00       0.00       0.00      47.00       0.00
   21      23.00      31.00       0.00      84.00     174.00       0.00
   22      31.00       0.00       0.00     441.00     524.00       0.00
   23      18.00       8.00       0.00     295.00     352.00       0.00
   24      40.00      46.00       0.00     175.00     200.00       0.00
   25      34.00      37.00       0.00      87.00     165.00       0.00
   26      49.00      16.00       0.00     211.00     298.00       0.00
   27      38.00      30.00       0.00      86.00     180.00       0.00
   28      49.00      50.00       0.00     578.00     665.00       0.00
   29      47.00      13.00       0.00     663.00     706.00       0.00
   30      50.00      23.00       0.00     553.00     624.00       0.00
   31       1.00       1.00       0.00     344.00     414.00       0.00
   32       2.00      20.00       0.00     282.00     386.00       0.00
   33       2.00      41.00       0.00      20.00      69.00       0.00
   34      11.00       1.00       0.00     328.00     411.00       0.00
   35      37.00      24.00       0.00     240.00     320.00       0.00
   36      21.00      16.00       0.00     484.00     554.00       0.00
   37      44.00      48.00       0.00     126.00     221.00       0.00
   38      38.00       9.00       0.00     253.00     315.00       0.00
   39       1.00      24.00       0.00     376.00     438.00       0.00
   40      48.00       5.00       0.00     478.00     510.00       0.00
   41      34.00      43.00       0.00     158.00     200.00       0.00
   42      11.00      45.00       0.00      31.00      84.00       0.00
   43      45.00      13.00       0.00     225.00     280.00       0.00
   44      33.00       3.00       0.00     495.00     542.00       0.00
   45      27.00      40.00       0.00       0.00      46.00       0.00
   46      49.00      38.00       0.00     104.00     199.00       0.00
   47       5.00      34.00       0.00     380.00     430.00       0.00
   48      26.00      29.00       0.00      82.00     120.00       0.00
   49      20.00      39.00       0.00      11.00      83.00       0.00
   50      44.00      43.00       0.00     137.00     185.00       0.00
   51       9.00      11.00       0.00     289.00     326.00       0.00
   52      48.00      33.00       0.00     189.00     279.00       0.00
   53      19.00      37.00       0.00      87.00     111.00       0.00
   54       9.00      19.00       0.00     325.00     369.00       0.00
   55      50.00      34.00       0.00     105.00     173.00       0.00
   56      30.00      34.00       0.00      62.00     148.00       0.00
   57      21.00      44.00       0.00      33.00      73.00       0.00
   58       6.00      12.00       0.00     299.00     353.00       0.00
   59      33.00      46.00       0.00     171.00     267.00       0.00
   60      13.00      38.00       0.00      70.00     111.00       0.00
   61      20.00      33.00       0.00     541.00     624.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
