!! n60w40.003    39.80 690


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1      23.00      29.00       0.00       0.00     719.00       0.00
    2      33.00      48.00       0.00      38.00      76.00       0.00
    3      50.00      32.00       0.00      92.00     146.00       0.00
    4      19.00      41.00       0.00     389.00     423.00       0.00
    5      14.00      47.00       0.00     375.00     429.00       0.00
    6       8.00       5.00       0.00     267.00     315.00       0.00
    7      38.00      38.00       0.00      81.00     121.00       0.00
    8      46.00      35.00       0.00      83.00     113.00       0.00
    9      17.00       5.00       0.00     260.00     315.00       0.00
   10      43.00      14.00       0.00     131.00     170.00       0.00
   11      13.00      49.00       0.00     480.00     525.00       0.00
   12       1.00      30.00       0.00     332.00     376.00       0.00
   13      15.00      10.00       0.00     276.00     291.00       0.00
   14      16.00      43.00       0.00     393.00     421.00       0.00
   15       6.00      33.00       0.00     332.00     381.00       0.00
   16      37.00      28.00       0.00       0.00      48.00       0.00
   17      13.00      42.00       0.00     390.00     418.00       0.00
   18       8.00      27.00       0.00     303.00     346.00       0.00
   19      29.00      30.00       0.00       0.00      34.00       0.00
   20      45.00      31.00       0.00      95.00     132.00       0.00
   21       1.00      35.00       0.00     352.00     423.00       0.00
   22       6.00      44.00       0.00     388.00     402.00       0.00
   23       4.00      20.00       0.00     450.00     501.00       0.00
   24      45.00      24.00       0.00     653.00     696.00       0.00
   25       4.00      26.00       0.00     304.00     342.00       0.00
   26      44.00      15.00       0.00     221.00     252.00       0.00
   27      33.00       5.00       0.00     171.00     209.00       0.00
   28      34.00      30.00       0.00     142.00     149.00       0.00
   29      23.00      22.00       0.00      19.00      73.00       0.00
   30      40.00      18.00       0.00     122.00     185.00       0.00
   31      19.00      12.00       0.00     306.00     314.00       0.00
   32      14.00      45.00       0.00     376.00     411.00       0.00
   33      30.00      39.00       0.00      25.00      80.00       0.00
   34      30.00      24.00       0.00       0.00      17.00       0.00
   35      26.00      10.00       0.00     168.00     218.00       0.00
   36      23.00      20.00       0.00     244.00     298.00       0.00
   37      47.00       5.00       0.00     239.00     276.00       0.00
   38      38.00       1.00       0.00     191.00     250.00       0.00
   39      31.00       7.00       0.00     142.00     205.00       0.00
   40       7.00      34.00       0.00     353.00     389.00       0.00
   41      23.00      34.00       0.00      36.00      91.00       0.00
   42      49.00      36.00       0.00      78.00     134.00       0.00
   43      26.00       1.00       0.00     192.00     222.00       0.00
   44      34.00      22.00       0.00      13.00      34.00       0.00
   45       5.00      20.00       0.00     317.00     333.00       0.00
   46      19.00      25.00       0.00      43.00      75.00       0.00
   47       6.00      12.00       0.00     510.00     534.00       0.00
   48       3.00      22.00       0.00     326.00     366.00       0.00
   49      49.00      48.00       0.00     569.00     587.00       0.00
   50      34.00      35.00       0.00      65.00     126.00       0.00
   51       8.00      26.00       0.00     353.00     378.00       0.00
   52      48.00       2.00       0.00     206.00     244.00       0.00
   53      32.00      23.00       0.00      20.00      64.00       0.00
   54       3.00      33.00       0.00     335.00     393.00       0.00
   55      38.00       9.00       0.00     159.00     182.00       0.00
   56      35.00      42.00       0.00      49.00      99.00       0.00
   57       1.00      22.00       0.00     331.00     364.00       0.00
   58      10.00      30.00       0.00     336.00     383.00       0.00
   59      47.00      42.00       0.00      98.00     148.00       0.00
   60       0.00      44.00       0.00     404.00     442.00       0.00
   61      17.00       9.00       0.00     599.00     641.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
